,title,gross_worldwide,movie_id,year,plot
492,Resident Evil: Afterlife,"$300,228,084",1220634,2010,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia."
493,Van Helsing,"$300,157,638",5197820,2016,"Vanessa Helsing, distant relative of famous vampire hunter Abraham Van Helsing, is resurrected only to find that vampires have taken over the world."
494,Stuart Little,"$300,135,367",0164912,1999,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.::Kenneth Chisholm"
495,Beverly Hills Cop II,"$299,965,036",0092644,1987,"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.::jgp3553@yahoo.com"
496,Alice Through the Looking Glass,"$299,457,024",2567026,2016,Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.
497,My Best Friend's Wedding,"$299,288,605",0119738,1997,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding."
498,Real Steel,"$299,268,508",0433035,2011,"In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.::IMDb Editors"
499,Horton Hears a Who!,"$298,572,799",0451079,2008,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.::Anonymous
500,Ocean's 8,"$297,718,711",5164214,2018,Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's yearly Met Gala.::Michael L. Ballard
501,The Divergent Series: Insurgent,"$297,002,527",2908446,2015,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.::rball4042
502,Look Who's Talking,"$296,999,813",0097778,1989,"After a single, career-minded woman is left on her own to give birth to the child of a married man, she finds a new romantic chance in a cab driver. Meanwhile, the point-of-view of the newborn boy is narrated through voice-over."
503,Austin Powers in Goldmember,"$296,938,801",0295178,2002,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.::Ian Pugh <skypilot@ptd.net>"
504,Miss Peregrine's Home for Peculiar Children,"$296,482,446",1935859,2016,"When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.::20th Century Fox"
505,X-Men,"$296,339,528",0120903,2000,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.::Kenneth Chisholm"
506,Ghostbusters,"$296,320,473",0087332,1984,Three former parapsychology professors set up shop as a unique ghost removal service.::Anonymous
507,Ferdinand,"$296,069,199",3411444,2017,"After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.::20th Century Fox"
508,Shutter Island,"$294,804,195",1130884,2010,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.::ahmetkozan"
509,Doctor Dolittle,"$294,456,605",0118998,1998,A doctor discovers that he can communicate with animals.::Julian Reischl <julian.reischl@stud.uni-muenchen.de>
510,Bee Movie,"$293,514,336",0389790,2007,"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them.::Anonymous"
511,Salt,"$293,503,354",0944835,2010,A CIA agent goes on the run after a defector accuses her of being a Russian spy.::Anonymous
512,G-Force,"$292,817,841",0436339,2009,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.::Anonymous
513,The Departed,"$291,465,034",0407887,2006,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.::ahmetkozan
514,What Lies Beneath,"$291,420,351",0161081,2000,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.::J. Spurlin
515,Pacific Rim: Uprising,"$290,930,148",2557478,2018,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat."
516,The Bourne Supremacy,"$290,835,269",0372183,2004,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.::IMDb Editors"
517,Sex and the City 2,"$290,745,055",1261945,2010,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.::IMDb Editors"
518,Shakespeare in Love,"$289,317,794",0138097,1998,"The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays.::Anonymous"
519,Divergent,"$288,885,818",1840309,2014,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.::Summit Entertainment"
520,Coming to America,"$288,752,301",0094898,1988,"An extremely pampered African Prince travels to Queens, New York, and goes undercover to find a wife that he can respect for her intelligence and will."
521,Wedding Crashers,"$288,467,645",0396269,2005,"John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.::Anonymous"
522,Bridesmaids,"$288,383,523",1478338,2011,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.::Anonymous"
523,Maze Runner: The Death Cure,"$288,175,335",4500922,2018,"Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare""."
524,Casper,"$287,928,194",0112642,1995,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.::Dynasti Noble
525,American Pie 2,"$287,553,595",0252866,2001,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.::Movie Guy"
526,Pitch Perfect 2,"$287,144,079",2848292,2015,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform."
527,The Green Mile,"$286,801,374",0120689,1999,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.::Chris White"
528,Oblivion,"$286,168,572",1483013,2013,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.::Anonymous
529,Elysium,"$286,140,700",1535108,2013,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.::Anonymous"
530,Lethal Weapon 4,"$285,444,603",0122151,1998,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.::MonkeyKingMA and assmn316"
531,John Carter,"$284,139,100",0401729,2012,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior."
532,Turbo,"$282,570,682",1860353,2013,A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.::IMDb Editor
533,Paddington,"$282,374,179",1109624,2014,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.::Anonymous"
534,Bridget Jones's Diary,"$281,929,795",0243155,2001,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.::Kenneth Chisholm
535,The Tourist,"$278,780,441",1243957,2010,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.::Anonymous"
536,Split,"$278,454,358",4972582,2016,Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.::Laurent Stanevich
537,Scary Movie,"$278,019,771",0117571,1996,"A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game."
538,xXx,"$277,448,382",0295701,2002,"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.::Ryan McIntosh"
539,The Bourne Legacy,"$276,144,750",1194173,2012,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.::IMDb Editors"
540,Mr. Peabody & Sherman,"$275,698,039",0864835,2014,"The time-travelling adventures of an advanced canine and his adopted son, as they endeavor to fix a time rift they created.::DreamWorks Animation"
541,Scooby-Doo,"$275,650,703",3152592,2020,"Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined."
542,Lincoln,"$275,293,450",0443272,2012,"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.::Mike"
543,Lara Croft: Tomb Raider,"$274,703,340",0146316,2001,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.::LVJeff
544,Tomb Raider,"$274,650,803",1365519,2018,"Lara Croft (Alicia Vikander), the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft (Dominic West) disappeared.::ahmetkozan"
545,The Expendables,"$274,470,394",1320253,2010,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.::Daniel Williamson
546,Cloudy With a Chance of Meatballs 2,"$274,325,949",1985966,2013,"Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids."
547,The Little Mermaid,"$274,190,855",0097757,1989,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.::Noah Orent
548,The Nutty Professor,"$273,961,019",0117218,1996,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.::Kenneth Chisholm
549,Jerry Maguire,"$273,552,592",0116695,1996,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.::Kenneth Chisholm and assmn316"
550,Bad Boys II,"$273,339,556",0172156,2003,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.::Anonymous
551,Lilo & Stitch,"$273,144,151",0275847,2002,A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive.::Kenneth Chisholm
552,The Silence of the Lambs,"$272,753,884",0102926,1991,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.::Helltopay27"
553,Get Out,"$272,495,873",5052448,2017,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.::David Rush"
554,Grown Ups,"$271,430,189",1375670,2010,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.::Anonymous"
555,Neighbors,"$270,665,134",2004420,2014,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.::Dylan Penrose"
556,The Firm,"$270,248,367",0106918,1993,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.::Kenneth Chisholm
557,We're the Millers,"$269,994,119",1723121,2013,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.::Anonymous
558,Gran Torino,"$269,958,228",1205489,2008,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino."
559,"10,000 BC","$269,784,201",0443649,2008,"In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.::Tom Daly"
560,American Gangster,"$269,755,430",0765429,2007,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
561,Epic,"$268,426,634",0848537,2013,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.::Anonymous
562,Exodus: Gods and Kings,"$268,175,631",1528100,2014,"The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues."
563,Bambi,"$267,447,150",0034492,1942,The story of a young deer growing up in the forest.::Colin Tinto <cst@imdb.com>
564,The Princess and the Frog,"$267,045,765",0780521,2009,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.::Anonymous"
565,Batman Returns,"$266,903,053",0103776,1992,Batman returns to the big screen when a deformed man calling himself the Penguin wreaks havoc across Gotham with the help of a cruel businessman.
566,Indecent Proposal,"$266,614,059",0107211,1993,A billionaire offers one million dollars to a young married couple for one night with the wife.::BlayzieBone and assmn316
567,Something's Gotta Give,"$265,328,738",0337741,2003,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.::Kenneth Chisholm
568,Bridget Jones: The Edge of Reason,"$265,126,918",0317198,2004,"After finding love, Bridget Jones questions if she really has everything she'd ever dreamed of having.::Daniel Jos. Leary"
569,The Incredible Hulk,"$264,770,996",0800080,2008,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into whenever he loses his temper.::ahmetkozan"
570,Parasite,"$264,475,049",6751668,2019,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.::Jwelch5742
571,Waterworld,"$264,218,220",0114898,1995,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.::jgp3553@yahoo.com"
572,The Truman Show,"$264,118,201",0120382,1998,An insurance salesman discovers his whole life is actually a reality TV show.::BCDavis <wdavis@netins.net>
573,Charlie's Angels,"$264,105,545",5033998,2019,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.::Sony Pictures"
574,The Fifth Element,"$264,029,966",0119116,1997,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.::Murray Chapman"
575,Jumanji,"$262,821,940",2283362,2017,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.::ahmetkozan"
576,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"$262,552,893",0443453,2006,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.::budwheizzah"
577,Robots,"$262,511,490",0358082,2005,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.::Kenneth Chisholm"
578,Knight and Day,"$261,989,769",1013743,2010,A young woman gets mixed up with a disgraced spy who is trying to clear his name.::Anonymous
579,Total Recall,"$261,317,921",0100802,1990,"When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?::Kenneth Chisholm"
580,This Is It,"$261,183,588",1477715,2009,"A compilation of interviews, rehearsals, and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London.::Anonymous"
581,Terminator: Dark Fate,"$261,119,292",6450804,2019,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.::vsuperkuns"
582,The Lone Ranger,"$260,502,115",1210819,2013,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.::Walt Disney Studios"
583,Super 8,"$260,095,986",1650062,2011,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.::Chris White"
584,Mojin: The Lost Legend,"$259,368,448",4276752,2015,"In 1969 PRChina, two men survive a supernatural tomb. They later become tomb raiders with Shirley/Qi Shu. 20 years later in NYC, one is hired to find that tomb again and the 2 friends follow later.::Scott Filtenborg"
585,Blade Runner 2049,"$259,239,658",1856101,2017,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.::ralo229"
586,Charlie's Angels: Full Throttle,"$259,175,788",0305357,2003,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.::Anonymous
587,Rush Hour 3,"$258,097,122",0293564,2007,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.::Helltopay27"
588,The Full Monty,"$257,938,649",0119164,1997,"Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.::Jon Reeves <jreeves@imdb.com>"
589,Kung Fu Yoga,"$257,743,016",4217392,2017,"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India."
590,Annabelle,"$257,047,661",3322940,2014,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.::Anonymous
591,The Village,"$256,697,520",0368447,2004,A series of events tests the beliefs of a small isolated countryside village.
592,Lost in Hong Kong,"$256,283,912",4242158,2015,"The film follows Xu Lai, a former artist whose dreams were dashed when the responsibilities of life set in. With his life now revolving around his wife Cai Bo who is obsessed with having children, the quirks of his eccentric family and his mediocre, ordinary existence, Xu Lai hopes to reconnect with his first love Yang YIi on an upcoming vacation. However, his hopes are dashed when he finds himself wrapped up in a murder investigation that proves truth is often stranger than fiction."
593,Erin Brockovich,"$256,271,286",0195685,2000,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.::<jgp3553@yahoo.com>
594,Marley & Me,"$255,743,093",0822832,2008,"A family learns important life lessons from their adorable, but naughty and neurotic dog.::IMDb editor"
595,Halloween,"$255,485,178",0077651,1978,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.::ahmetkozan"
596,Us,"$255,184,580",6857112,2019,A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.
597,Cliffhanger,"$255,000,211",0106582,1993,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.::Murray Chapman <muzzle@imdb.com>
598,Baahubali 2: The Conclusion,"$254,158,390",4849438,2017,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom."
599,Babe,"$254,134,910",0112431,1995,"Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett.::Jon Reeves <jreeves@imdb.com>"
600,Men in Black: International,"$253,890,701",2283336,2019,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization."
601,Wild Hogs,"$253,625,427",0486946,2007,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.::Anonymous"
602,High School Musical 3,"$252,909,177",0962726,2008,"As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future.::Anonymous"
603,Hercules,"$252,712,101",0119282,1997,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.::Kenneth Chisholm
604,X-Men: Dark Phoenix,"$252,442,974",6565702,2019,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity."
605,True Grit,"$252,276,927",1403865,2010,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
606,Bean,"$251,212,670",0118689,1997,The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.::Daniel Jos. Leary
607,American Hustle,"$251,171,807",1800241,2013,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.::Sony Pictures Entertainment"
608,Enemy of the State,"$250,849,789",0120660,1998,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.::Kenneth Chisholm
609,You've Got Mail,"$250,821,495",0128853,1998,Two business rivals who despise each other in real life unwittingly fall in love over the Internet.::Tom Risor <risor@pioneerplanet.infi.net>
610,Eragon,"$250,425,512",0449010,2006,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home against an evil king.::IMDb Editors"
611,Brother Bear,"$250,397,798",0328880,2003,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.::Kenneth Chisholm"
612,The Mask of Zorro,"$250,288,523",0120746,1998,"A young thief, seeking revenge for the death of his brother, is trained by the once great, but aged Zorro, who also pursues vengeance of his own.::Peter Gonzalez"
613,The Ring,"$249,348,933",0298130,2002,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.::Kenneth Chisholm
614,The Blair Witch Project,"$248,639,099",0185937,1999,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.::Daniel Jos. Leary"
615,Unbreakable,"$248,118,121",0217869,2000,A man learns something extraordinary about himself after a devastating accident.::<scott@higherstate.com>
616,Journey to the West: The Demons Strike Back,"$247,585,244",5273624,2017,A monk and his three disciples continue on their journey to battle demons.
617,Dumb and Dumber,"$247,275,374",0109686,1994,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.::MadMovieManiac"
618,Glass,"$246,999,039",6823368,2019,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.::aps42"
619,Grown Ups 2,"$246,984,278",2191701,2013,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.::Sony Pictures Entertainment"
620,The Peanuts Movie,"$246,233,113",2452042,2015,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.::20th Century Fox"
621,Back to the Future Part III,"$246,145,853",0099088,1990,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.::vsuperkuns"
622,The Godfather,"$246,120,974",0068646,1972,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.::Carl Schultz
623,Rango,"$245,724,603",1192628,2011,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.::Anonymous"
624,Four Weddings and a Funeral,"$245,700,832",0109831,1994,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.::Chris White"
625,Face/Off,"$245,676,146",0119094,1997,"In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind, who murdered his only son. The plan turns sour when the criminal wakes up prematurely and seeks revenge.::vsuperkuns"
626,Teenage Mutant Ninja Turtles: Out of the Shadows,"$245,623,848",3949660,2016,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.::Anonymous"
627,Dark Shadows,"$245,527,149",1077368,2012,"An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.::IMDb Editors"
628,Hulk,"$245,285,165",0286716,2003,"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.::Kenneth Chisholm"
629,The Bravest,"$245,179,562",10218674,2019,Chinese firefighters struggle to contain a huge fire after an oil pipeline explodes.::Anon
630,Love Actually,"$244,931,766",0314331,2003,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.::Alastair Battrick"
631,Pixels,"$244,874,809",2120120,2015,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.::Sony Pictures Entertainment"
632,Hercules,"$244,819,862",0119282,1997,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.::Kenneth Chisholm
633,Rush Hour,"$244,721,064",0120812,1998,"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.::MadMovieManiac"
634,Journey to the Center of the Earth,"$244,232,688",0373051,2008,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.::Anonymous"
635,After Earth,"$243,611,982",1815862,2013,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.::Sony Pictures Entertainment"
636,Dolittle,"$243,321,264",6673612,2020,A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.
637,A Few Good Men,"$243,240,178",0104257,1992,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.::Jon Reeves <jreeves@imdb.com>
638,Cloudy with a Chance of Meatballs,"$243,006,126",0844471,2009,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst."
639,8 Mile,"$242,875,078",0298203,2002,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.::KiltsMcGee"
640,Daddy's Home,"$242,786,137",1528854,2015,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns."
641,RoboCop,"$242,688,965",0093870,1987,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.::Kenneth Chisholm"
642,Eraser,"$242,295,562",0116213,1996,A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.::Anonymous
643,Alien: Covenant,"$240,891,763",2316204,2017,"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.::Twentieth Century Fox"
644,Sully,"$240,797,623",3263904,2016,"The story of Chesley ""Sully"" Sullenberger (Tom Hanks), an American pilot who became a hero after landing his damaged plane on the Hudson River in order to save the flight's passengers and crew.::Chw"
645,Assassin's Creed,"$240,697,856",2094766,2016,"Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.::Polly_Kat"
646,Click,"$240,685,326",0389860,2006,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.::Anonymous
647,Die Hard 2,"$240,247,433",0099423,1990,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.::rball4042"
648,Resident Evil: Retribution,"$240,159,255",1855325,2012,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.
649,Crocodile Dundee II,"$239,606,210",0092493,1988,Australian outback expert protects his New York love from gangsters who've followed her down under.::Rob Hartill
650,Planes,"$239,258,712",1691917,2013,A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.::Kenneth Chisholm
651,Crazy Rich Asians,"$238,538,736",3104988,2018,"This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family."
652,Batman & Robin,"$238,235,915",0118688,1997,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.::Qrrbirbel
